ID;FACTURA_CODIGO;FACTURA_FECHA;FACTURA_TIPO;SUBSCRIBER_ID;CUENTA_CODIGO;FACTURA_MONTO;FACTURA_FECHA_VENCIMIENTO;CONSULTOR_CODIGO
150;11835854;12/04/2021;FACTURA_VENTA_INICIAL;1128468800;212216720;100000000;12-APR-21;harold.garzon
151;11863635;13/04/2021;FACTURA_VENTA_INICIAL;1128911914;212244408;200000000;13-APR-21;juan.lemus
152;11838648;12/04/2021;FACTURA_VENTA_INICIAL;1128566447;112222762;100000000;12-APR-21;sarah.vergara
153;11883422;15/04/2021;FACTURA_VENTA_INICIAL;1129520451;212282689;50000000;15-APR-21;johnatan.avila
154;11822930;10/04/2021;FACTURA_VENTA_INICIAL;1128231458;112202036;50000000;12-APR-21;martha.marulanda
155;11872108;14/04/2021;FACTURA_VENTA_INICIAL;1129275609;212267380;50000000;14-APR-21;erick.castrillon
156;11882414;15/04/2021;FACTURA_VENTA_INICIAL;1129515379;112282384;50000000;15-APR-21;karen.rico
157;11870844;14/04/2021;FACTURA_VENTA_INICIAL;1129245458;112265576;50000000;14-APR-21;yennifer.romero
158;11815268;9/04/2021;FACTURA_VENTA_INICIAL;1128015077;112188506;50000000;09-APR-21;giuliano.lopez
159;11700025;3/04/2021;FACTURA_VENTA_INICIAL;1126409532;212084482;30000000;05-APR-21;david.estupinan
163;21773034;5/04/2021;FACTURA_VENTA_INICIAL;1127024419;212125827;350000000;05-APR-21;KAPALENCIA
164;21772031;5/04/2021;FACTURA_VENTA_INICIAL;1127023671;212125752;350000000;05-APR-21;JHONMART
165;21760017;4/04/2021;FACTURA_VENTA_INICIAL;2127013932;112124881;350000000;05-APR-21;luis.riapira
166;21773046;6/04/2021;FACTURA_VENTA_INICIAL;1127025499;112125962;450000000;06-APR-21;VMARAR
167;11803554;8/04/2021;FACTURA_VENTA_INICIAL;1127667165;112167142;50000000;08-APR-21;erick.martinez
168;11805154;8/04/2021;FACTURA_VENTA_INICIAL;1127619305;212163956;200000000;08-APR-21;karen.vasquez
169;11802184;8/04/2021;FACTURA_VENTA_INICIAL;1127618726;212164015;50000000;08-APR-21;maria.ladino
170;11793280;8/04/2021;FACTURA_VENTA_INICIAL;1127498810;112156784;200000000;08-APR-21;gina.rueda
171;11803621;8/04/2021;FACTURA_VENTA_INICIAL;1127676599;212167673;50000000;08-APR-21;angie.garcia
172;11780351;6/04/2021;FACTURA_VENTA_INICIAL;1127191358;112137342;50000000;06-APR-21;jordy.conde
173;11803050;8/04/2021;FACTURA_VENTA_INICIAL;1127601262;112163063;200000000;08-APR-21;brigeth.varon
174;11804277;8/04/2021;FACTURA_VENTA_INICIAL;1127634325;212165105;50000000;08-APR-21;
175;11795294;8/04/2021;FACTURA_VENTA_INICIAL;1127504915;112157232;50000000;08-APR-21;leidy.guzmans
177;11794356;8/04/2021;FACTURA_VENTA_INICIAL;1127514185;212157794;50000000;08-APR-21;edwar.fuentes
179;21809027;8/04/2021;FACTURA_VENTA_INICIAL;1127736335;212171137;700000000;08-APR-21;olga.trespalacios
180;21878849;15/04/2021;FACTURA_VENTA_INICIAL;1129471298;112279260;615126100;15-APR-21;VPRECESCON
181;11842063;12/04/2021;FACTURA_VENTA_INICIAL;1128620057;212226133;200000000;12-APR-21;yazmin.baez
182;11832730;10/04/2021;FACTURA_VENTA_INICIAL;1128334409;112208344;200000000;12-APR-21;diana.mora
183;11885211;15/04/2021;FACTURA_VENTA_INICIAL;1129600580;212288286;200000000;15-APR-21;jeison.mantilla
184;21876026;14/04/2021;FACTURA_VENTA_INICIAL;1129382353;112273659;615126100;14-APR-21;JUANPARR
185;11861639;13/04/2021;FACTURA_VENTA_INICIAL;1128909596;212244209;50000000;13-APR-21;
186;11860585;13/04/2021;FACTURA_VENTA_INICIAL;1128902271;112243820;200000000;13-APR-21;luis.valencia
187;21839880;12/04/2021;FACTURA_VENTA_INICIAL;1128597499;112224465;600000000;12-APR-21;juan.velasco
188;11884144;15/04/2021;FACTURA_VENTA_INICIAL;1129591167;212286932;50000000;15-APR-21;john.moreno
189;11831581;10/04/2021;FACTURA_VENTA_INICIAL;1128313370;112207073;50000000;12-APR-21;ingrid.hernandez
191;21867093;13/04/2021;FACTURA_VENTA_INICIAL;1128965025;212247547;350000000;13-APR-21;
192;11852315;13/04/2021;FACTURA_VENTA_INICIAL;1128757165;212235110;50000000;13-APR-21;leydi.bulla
194;21870754;14/04/2021;FACTURA_VENTA_INICIAL;1129236335;212265006;1000000000;14-APR-21;
195;11875705;14/04/2021;FACTURA_VENTA_INICIAL;1129347517;212271111;100000000;14-APR-21;andres.morales
196;11862224;13/04/2021;FACTURA_VENTA_INICIAL;1128865583;212241455;200000000;13-APR-21;jorge.vargas
197;11784387;7/04/2021;FACTURA_VENTA_INICIAL;1127321375;212146130;50000000;07-APR-21;
198;11784610;7/04/2021;FACTURA_VENTA_INICIAL;1127348377;112147769;50000000;07-APR-21;jesus.plata
200;21786863;7/04/2021;FACTURA_VENTA_INICIAL;1127392234;112150292;1000000000;07-APR-21;deivis.rodriguez
202;21773376;6/04/2021;FACTURA_VENTA_INICIAL;1127070949;112129398;600000000;06-APR-21;ferney.rincon
203;11770826;6/04/2021;FACTURA_VENTA_INICIAL;1127121935;112132733;50000000;06-APR-21;edwar.fuentes
204;11772224;6/04/2021;FACTURA_VENTA_INICIAL;1127049227;212127770;50000000;06-APR-21;monica.garcia
205;11785917;7/04/2021;FACTURA_VENTA_INICIAL;1127395554;212150494;50000000;07-APR-21;ana.gomez
206;21781075;6/04/2021;FACTURA_VENTA_INICIAL;1127161664;212135443;600000000;06-APR-21;kimberly.parada
207;21784441;7/04/2021;FACTURA_VENTA_INICIAL;1127328455;112146570;350000000;07-APR-21;hector.bayona
208;11780785;7/04/2021;FACTURA_VENTA_INICIAL;1127247389;112141435;50000000;07-APR-21;natalia.zapata
209;11785680;7/04/2021;FACTURA_VENTA_INICIAL;1127364422;212148730;200000000;07-APR-21;ryan.evans
213;11782249;6/04/2021;FACTURA_VENTA_INICIAL;1127188440;112137172;50000000;06-APR-21;andres.morales
214;21783285;6/04/2021;FACTURA_VENTA_INICIAL;1127192394;212137368;1000000000;06-APR-21;karoll.gomez
215;11780213;6/04/2021;FACTURA_VENTA_INICIAL;1127173149;112136186;50000000;06-APR-21;juan.castro
216;11773267;6/04/2021;FACTURA_VENTA_INICIAL;1127057739;112128350;50000000;06-APR-21;diego.rueda
217;11770524;6/04/2021;FACTURA_VENTA_INICIAL;1127079876;212129988;50000000;06-APR-21;kelly.saldarriaga
218;12052880;26/04/2021;FACTURA_VENTA_INICIAL;1132925702;212515507;50000000;26-APR-21;
222;11780827;7/04/2021;FACTURA_VENTA_INICIAL;1127253113;212141535;200000000;07-APR-21;erika.torres
223;21791132;7/04/2021;FACTURA_VENTA_INICIAL;1127432546;112152602;600000000;07-APR-21;diana.camacho
224;11787269;7/04/2021;FACTURA_VENTA_INICIAL;1127318089;212145891;200000000;07-APR-21;jessica.alvarado
225;11788260;7/04/2021;FACTURA_VENTA_INICIAL;1127437899;212152881;50000000;07-APR-21;angie.contento
226;11770997;6/04/2021;FACTURA_VENTA_INICIAL;1127146539;212134491;50000000;06-APR-21;sandra.garcia
227;11783570;7/04/2021;FACTURA_VENTA_INICIAL;1127227805;112140005;200000000;07-APR-21;jhon.ospina
228;21792723;8/04/2021;FACTURA_VENTA_INICIAL;1127555119;112160316;600000000;08-APR-21;
229;11805181;8/04/2021;FACTURA_VENTA_INICIAL;1127623103;212164328;200000000;08-APR-21;karen.vasquez
230;11802579;8/04/2021;FACTURA_VENTA_INICIAL;1127670769;112167305;200000000;08-APR-21;alejandra.cepeda
231;11795481;8/04/2021;FACTURA_VENTA_INICIAL;1127530703;212158722;50000000;08-APR-21;erika.florez
232;11871198;14/04/2021;FACTURA_VENTA_INICIAL;1129171212;212260953;50000000;14-APR-21;
233;11834776;12/04/2021;FACTURA_VENTA_INICIAL;1128460765;112216180;50000000;12-APR-21;diana.mora
234;11880320;15/04/2021;FACTURA_VENTA_INICIAL;1129505332;112281727;50000000;15-APR-21;andres.morales
236;21861642;13/04/2021;FACTURA_VENTA_INICIAL;1128909993;212244302;600000000;13-APR-21;
238;11862103;13/04/2021;FACTURA_VENTA_INICIAL;1128851287;212240637;200000000;13-APR-21;
239;11874332;14/04/2021;FACTURA_VENTA_INICIAL;1129299974;112268869;50000000;14-APR-21;
240;11829676;10/04/2021;FACTURA_VENTA_INICIAL;1128322020;112207611;200000000;12-APR-21;damaris.pulido
241;11863416;13/04/2021;FACTURA_VENTA_INICIAL;1128887308;212242877;50000000;13-APR-21;cindy.aragon
242;11850410;13/04/2021;FACTURA_VENTA_INICIAL;1128770664;112235816;50000000;13-APR-21;johanna.rua
243;11785168;7/04/2021;FACTURA_VENTA_INICIAL;1127300430;112144852;50000000;07-APR-21;john.garciad
244;21782126;6/04/2021;FACTURA_VENTA_INICIAL;1127170072;112135935;350000000;06-APR-21;esperanza.castro
245;11781183;6/04/2021;FACTURA_VENTA_INICIAL;1127176627;212136419;50000000;06-APR-21;yaneth.vargas
246;11770664;6/04/2021;FACTURA_VENTA_INICIAL;1127099246;212131318;200000000;06-APR-21;santiago.ospina
247;11770888;6/04/2021;FACTURA_VENTA_INICIAL;1127131287;212133384;50000000;06-APR-21;rosana.palacio
248;21790249;7/04/2021;FACTURA_VENTA_INICIAL;1127443162;112153276;350000000;07-APR-21;karen.rico
249;11789154;7/04/2021;FACTURA_VENTA_INICIAL;1127427604;112152328;50000000;07-APR-21;edisson.barreiro
251;21781138;6/04/2021;FACTURA_VENTA_INICIAL;1127170597;112135974;350000000;06-APR-21;tatiana.moreno
252;21781213;6/04/2021;FACTURA_VENTA_INICIAL;1127180086;212136467;350000000;06-APR-21;yeimmy.castro
253;21782230;6/04/2021;FACTURA_VENTA_INICIAL;1127185704;212136930;600000000;06-APR-21;VMOVLRED
255;21771207;6/04/2021;FACTURA_VENTA_INICIAL;1127045555;112127525;350000000;06-APR-21;fabian.morales
256;21773429;6/04/2021;FACTURA_VENTA_INICIAL;1127078309;112129816;615081800;06-APR-21;daniela.polo
257;21773561;6/04/2021;FACTURA_VENTA_INICIAL;1127096841;212131165;350000000;06-APR-21;karol.martinez
258;21786623;7/04/2021;FACTURA_VENTA_INICIAL;1127358109;112148309;350000000;07-APR-21;yeimmy.castro
259;11773159;6/04/2021;FACTURA_VENTA_INICIAL;1127042334;212127249;100000000;06-APR-21;jordan.barajas
260;11770401;6/04/2021;FACTURA_VENTA_INICIAL;1127063180;112128710;100000000;06-APR-21;angel.Schiavenato
261;11770530;6/04/2021;FACTURA_VENTA_INICIAL;1127081221;212129902;50000000;06-APR-21;maria.ladino
262;21787105;7/04/2021;FACTURA_VENTA_INICIAL;1127295951;112144591;600000000;07-APR-21;VPRECESCON
265;11781077;6/04/2021;FACTURA_VENTA_INICIAL;1127161853;212135494;50000000;06-APR-21;melissa.santofimio
266;11771306;6/04/2021;FACTURA_VENTA_INICIAL;1127058550;212128492;200000000;06-APR-21;jersson.landazaba
267;21771135;6/04/2021;FACTURA_VENTA_INICIAL;1127035823;112126820;350000000;06-APR-21;david.clavijo
268;11773179;6/04/2021;FACTURA_VENTA_INICIAL;1127045216;212127405;50000000;06-APR-21;jesus.martinez
269;11791055;7/04/2021;FACTURA_VENTA_INICIAL;1127421385;112151878;50000000;07-APR-21;esperanza.castro
271;11781781;7/04/2021;FACTURA_VENTA_INICIAL;1127250943;112141586;50000000;07-APR-21;estefania.morantes
272;21782623;7/04/2021;FACTURA_VENTA_INICIAL;1127235324;212140016;615126100;07-APR-21;
273;21762021;5/04/2021;FACTURA_VENTA_INICIAL;2127015578;112125026;450000000;05-APR-21;azucena.hernandez
275;21781713;7/04/2021;FACTURA_VENTA_INICIAL;1127242076;112141007;350000000;07-APR-21;
276;21783898;7/04/2021;FACTURA_VENTA_INICIAL;1127272220;112142644;800000000;07-APR-21;juan.garzon
277;21794161;8/04/2021;FACTURA_VENTA_INICIAL;1127487083;112156067;350000000;08-APR-21;william.vega
278;11805578;8/04/2021;FACTURA_VENTA_INICIAL;1127675746;112167628;50000000;08-APR-21;audrey.vanegas
279;11829645;10/04/2021;FACTURA_VENTA_INICIAL;1128318434;212207368;50000000;12-APR-21;
280;11819878;10/04/2021;FACTURA_VENTA_INICIAL;1128216595;112201181;50000000;12-APR-21;juan.robayo
281;21831099;10/04/2021;FACTURA_VENTA_INICIAL;1128250488;212203270;350000000;12-APR-21;giuliano.lopez
282;11835008;11/04/2021;FACTURA_VENTA_INICIAL;1128368003;212210480;50000000;12-APR-21;eliot.gonzalez
283;11802572;8/04/2021;FACTURA_VENTA_INICIAL;1127669988;212167238;50000000;08-APR-21;diego.guisado
284;11807921;9/04/2021;FACTURA_VENTA_INICIAL;1127833203;112177273;50000000;09-APR-21;leidy.guzmans
285;11819923;10/04/2021;FACTURA_VENTA_INICIAL;1128222319;112201566;50000000;12-APR-21;edisson.barreiro
286;11832310;10/04/2021;FACTURA_VENTA_INICIAL;1128280951;112205061;50000000;12-APR-21;ingrid.leon
287;11833384;11/04/2021;FACTURA_VENTA_INICIAL;1128417716;212213396;50000000;12-APR-21;edisson.barreiro
288;21785808;7/04/2021;FACTURA_VENTA_INICIAL;1127381781;212149682;350000000;07-APR-21;diana.mateus
289;11806923;9/04/2021;FACTURA_VENTA_INICIAL;1127840070;112177719;50000000;09-APR-21;tatiana.ballesteros
290;11833021;11/04/2021;FACTURA_VENTA_INICIAL;1128366124;112210377;50000000;12-APR-21;damaris.pulido
291;11808418;9/04/2021;FACTURA_VENTA_INICIAL;1127780571;212173959;50000000;09-APR-21;juan.nino
292;21836384;11/04/2021;FACTURA_VENTA_INICIAL;1128417475;112213391;450000000;12-APR-21;
293;11832937;11/04/2021;FACTURA_VENTA_INICIAL;1128357207;212209886;200000000;12-APR-21;andres.gonzalez
294;11806766;9/04/2021;FACTURA_VENTA_INICIAL;1127820368;212176506;50000000;09-APR-21;leidy.guzmans
295;11867441;13/04/2021;FACTURA_VENTA_INICIAL;1129005272;112250101;50000000;13-APR-21;jhon.ospina
296;21870890;14/04/2021;FACTURA_VENTA_INICIAL;1129251570;212265940;1000000000;14-APR-21;
297;11840565;12/04/2021;FACTURA_VENTA_INICIAL;1128558814;112222392;200000000;12-APR-21;valentina.nieto
298;21880517;15/04/2021;FACTURA_VENTA_INICIAL;1129520213;212282686;350000000;15-APR-21;VBTEHNOLOG
299;11868840;14/04/2021;FACTURA_VENTA_INICIAL;1129244007;212265443;200000000;14-APR-21;santiago.quiroz
300;11869866;14/04/2021;FACTURA_VENTA_INICIAL;1129247233;212265427;3199000000;14-APR-21;gary.bolanos
301;11877776;14/04/2021;FACTURA_VENTA_INICIAL;1129468422;212279036;50000000;14-APR-21;
302;11874804;14/04/2021;FACTURA_VENTA_INICIAL;1129359369;112272250;200000000;14-APR-21;
303;11870558;14/04/2021;FACTURA_VENTA_INICIAL;1129213742;112263531;200000000;14-APR-21;angela.rodriguez
304;11862900;13/04/2021;FACTURA_VENTA_INICIAL;1128940479;112246153;50000000;13-APR-21;angie.boada
305;11840146;12/04/2021;FACTURA_VENTA_INICIAL;1128508033;112219164;50000000;12-APR-21;liz.buitrago
306;11840050;12/04/2021;FACTURA_VENTA_INICIAL;1128496435;112218526;200000000;12-APR-21;angie.contento
308;21773867;6/04/2021;FACTURA_VENTA_INICIAL;1127138641;112133973;615126100;06-APR-21;abel.rivero
309;11786291;7/04/2021;FACTURA_VENTA_INICIAL;1127318809;212145919;50000000;07-APR-21;jhon.moya
310;11787937;7/04/2021;FACTURA_VENTA_INICIAL;1127404442;212150945;50000000;07-APR-21;angela.sanchez
311;21784912;7/04/2021;FACTURA_VENTA_INICIAL;1127390556;212150125;350000000;07-APR-21;oscar.montoya
312;11773455;6/04/2021;FACTURA_VENTA_INICIAL;1127081730;112130071;50000000;06-APR-21;jordy.conde
313;21772679;6/04/2021;FACTURA_VENTA_INICIAL;1127112670;112132222;450000000;06-APR-21;jose.garrido
315;21789345;7/04/2021;FACTURA_VENTA_INICIAL;1127452820;212153818;350000000;07-APR-21;ana.gomez
317;21986938;21/04/2021;FACTURA_VENTA_INICIAL;1130997250;212384023;350000000;21-APR-21;
318;11802145;8/04/2021;FACTURA_VENTA_INICIAL;1127613553;212163844;50000000;08-APR-21;julieth.salazar
319;11806931;9/04/2021;FACTURA_VENTA_INICIAL;1127841354;112177813;50000000;09-APR-21;angie.contento
320;21814076;9/04/2021;FACTURA_VENTA_INICIAL;1127982234;212186651;350000000;09-APR-21;VTEC
321;21808716;9/04/2021;FACTURA_VENTA_INICIAL;1127816178;112176268;358797700;09-APR-21;erika.florez
322;21809421;9/04/2021;FACTURA_VENTA_INICIAL;1127782459;212174072;350000000;09-APR-21;cindy.acosta
323;11836310;11/04/2021;FACTURA_VENTA_INICIAL;1128408525;212212864;50000000;12-APR-21;ana.gomez
324;11820454;10/04/2021;FACTURA_VENTA_INICIAL;1128164875;212198012;50000000;12-APR-21;jose.diaz
325;11835013;11/04/2021;FACTURA_VENTA_INICIAL;1128368338;212210538;50000000;12-APR-21;damaris.pulido
326;11807996;9/04/2021;FACTURA_VENTA_INICIAL;1127842847;212177673;50000000;09-APR-21;rafael.bravo
327;21829910;11/04/2021;FACTURA_VENTA_INICIAL;1128351284;212209522;350000000;12-APR-21;VTEC
328;11811398;9/04/2021;FACTURA_VENTA_INICIAL;1127898919;112181368;50000000;09-APR-21;luz.diaz
329;21829411;10/04/2021;FACTURA_VENTA_INICIAL;1128288906;212205578;350000000;12-APR-21;johnatan.avila
330;11832942;11/04/2021;FACTURA_VENTA_INICIAL;1128358217;112209889;50000000;12-APR-21;francy.patarroyo
331;11812581;9/04/2021;FACTURA_VENTA_INICIAL;1127925900;112183005;50000000;09-APR-21;jeisson.becerra
333;11836185;11/04/2021;FACTURA_VENTA_INICIAL;1128390532;212211839;50000000;12-APR-21;edisson.barreiro
334;11803244;8/04/2021;FACTURA_VENTA_INICIAL;1127627172;212164697;50000000;08-APR-21;tatiana.moreno
335;11817500;9/04/2021;FACTURA_VENTA_INICIAL;1128056552;212190947;358797700;09-APR-21;
336;11817378;9/04/2021;FACTURA_VENTA_INICIAL;1128038921;112189848;450000000;09-APR-21;braulio.aramendiz
337;21782814;7/04/2021;FACTURA_VENTA_INICIAL;1127260936;212142381;350000000;07-APR-21;javier.perez
339;21831741;10/04/2021;FACTURA_VENTA_INICIAL;1128333266;212208311;450000000;12-APR-21;paula.torres
340;21820562;10/04/2021;FACTURA_VENTA_INICIAL;1128179959;112198829;3349000000;12-APR-21;edisson.barreiro
341;11813926;9/04/2021;FACTURA_VENTA_INICIAL;1127978809;212186339;50000000;09-APR-21;john.pineda
343;11814449;9/04/2021;FACTURA_VENTA_INICIAL;1128033988;212189576;200000000;09-APR-21;angie.contento
345;22020336;22/04/2021;FACTURA_VENTA_INICIAL;1131601344;112426807;4349000000;22-APR-21;luz.ramirez
346;11831638;10/04/2021;FACTURA_VENTA_INICIAL;1128320814;212207509;200000000;12-APR-21;jeisson.becerra
349;11882113;15/04/2021;FACTURA_VENTA_INICIAL;1129490157;112280683;200000000;15-APR-21;luz.paez
350;21871299;14/04/2021;FACTURA_VENTA_INICIAL;1129182212;112261667;350000000;14-APR-21;VPRECESCON
351;11841839;12/04/2021;FACTURA_VENTA_INICIAL;1128719063;212232462;50000000;12-APR-21;karen.sutachan
352;11860081;13/04/2021;FACTURA_VENTA_INICIAL;1128843810;112240213;50000000;13-APR-21;gina.rueda
353;21840451;12/04/2021;FACTURA_VENTA_INICIAL;1128544228;212221529;350000000;12-APR-21;
354;11851120;13/04/2021;FACTURA_VENTA_INICIAL;1128735184;212233860;50000000;13-APR-21;
355;11851955;13/04/2021;FACTURA_VENTA_INICIAL;1128833402;212239613;50000000;13-APR-21;eileen.oyaga
356;11869523;14/04/2021;FACTURA_VENTA_INICIAL;1129205043;212263066;200000000;14-APR-21;diego.trespalacios
357;11838499;12/04/2021;FACTURA_VENTA_INICIAL;1128547159;212221666;50000000;12-APR-21;estefania.morantes
358;11861885;13/04/2021;FACTURA_VENTA_INICIAL;1128938382;112245928;50000000;13-APR-21;olga.trespalacios
359;11850116;13/04/2021;FACTURA_VENTA_INICIAL;1128736392;212233929;50000000;13-APR-21;cindy.numpaque
360;11879301;14/04/2021;FACTURA_VENTA_INICIAL;1129423354;212276254;50000000;14-APR-21;miguel.varela
361;11873304;14/04/2021;FACTURA_VENTA_INICIAL;1129299157;112268850;50000000;14-APR-21;tomas.cardona
362;11881316;15/04/2021;FACTURA_VENTA_INICIAL;1129507243;112281845;50000000;15-APR-21;erick.martinez
363;21875195;14/04/2021;FACTURA_VENTA_INICIAL;1129284572;112267953;350000000;14-APR-21;jose.carrillo
364;11851239;13/04/2021;FACTURA_VENTA_INICIAL;1128749615;112234671;50000000;13-APR-21;yennifer.romero
366;21819533;10/04/2021;FACTURA_VENTA_INICIAL;1128173731;212198550;450000000;12-APR-21;
368;11814083;9/04/2021;FACTURA_VENTA_INICIAL;1127983146;212186607;50000000;09-APR-21;eileen.oyaga
369;11821986;10/04/2021;FACTURA_VENTA_INICIAL;1128236022;212202374;50000000;12-APR-21;braulio.aramendiz
370;11814316;9/04/2021;FACTURA_VENTA_INICIAL;1128015505;212188529;50000000;09-APR-21;carlos.sarmiento
372;21822512;10/04/2021;FACTURA_VENTA_INICIAL;1128175207;112198595;600000000;12-APR-21;monica.sayago
374;11817496;9/04/2021;FACTURA_VENTA_INICIAL;1128055804;112190856;350000000;09-APR-21;jeison.mantilla
375;11815244;9/04/2021;FACTURA_VENTA_INICIAL;1128011237;212188188;400000000;09-APR-21;andres.morales
376;11820713;10/04/2021;FACTURA_VENTA_INICIAL;1128200215;112200136;50000000;12-APR-21;jordy.conde
377;11819889;10/04/2021;FACTURA_VENTA_INICIAL;1128217699;112201264;50000000;12-APR-21;tatiana.moreno
380;11822689;10/04/2021;FACTURA_VENTA_INICIAL;1128198705;212200103;50000000;12-APR-21;efrain.roncancio
381;21830676;10/04/2021;FACTURA_VENTA_INICIAL;1128326348;112207845;350000000;12-APR-21;damaris.pulido
382;11816493;9/04/2021;FACTURA_VENTA_INICIAL;1128045640;212190238;350000000;09-APR-21;leidy.oviedo
384;21813859;9/04/2021;FACTURA_VENTA_INICIAL;1127970705;112185876;600000000;09-APR-21;VTEC
385;11815284;9/04/2021;FACTURA_VENTA_INICIAL;1128017225;112188649;50000000;09-APR-21;maria.ladino
386;11887963;16/04/2021;FACTURA_VENTA_INICIAL;1129682360;112293329;50000000;16-APR-21;eileen.oyaga
387;21839052;12/04/2021;FACTURA_VENTA_INICIAL;1128493080;112218263;450000000;12-APR-21;valentina.nieto
389;11831655;10/04/2021;FACTURA_VENTA_INICIAL;1128279794;212204799;200000000;12-APR-21;
390;11853908;13/04/2021;FACTURA_VENTA_INICIAL;1128830953;212239464;200000000;13-APR-21;
391;11852973;13/04/2021;FACTURA_VENTA_INICIAL;1128831357;212239514;200000000;13-APR-21;mayke.severiche
392;11817228;9/04/2021;FACTURA_VENTA_INICIAL;1128019707;112188775;50000000;09-APR-21;pablo.bautista
393;11820282;10/04/2021;FACTURA_VENTA_INICIAL;1128142471;112196670;50000000;12-APR-21;
394;11833939;12/04/2021;FACTURA_VENTA_INICIAL;1128480390;112217379;100000000;12-APR-21;ayda.neita
395;11839314;12/04/2021;FACTURA_VENTA_INICIAL;1128526380;212220393;50000000;12-APR-21;maylin.pino
396;11852115;13/04/2021;FACTURA_VENTA_INICIAL;1128735826;212233788;50000000;13-APR-21;jessica.alvarado
397;11869148;14/04/2021;FACTURA_VENTA_INICIAL;1129165347;212260397;50000000;14-APR-21;jherlin.melenge
398;11882205;15/04/2021;FACTURA_VENTA_INICIAL;1129498888;112281265;50000000;15-APR-21;
399;11853870;13/04/2021;FACTURA_VENTA_INICIAL;1128827026;112239221;50000000;13-APR-21;juan.castro
400;11842367;12/04/2021;FACTURA_VENTA_INICIAL;1128665299;212229028;50000000;12-APR-21;jherlin.melenge
402;11881110;15/04/2021;FACTURA_VENTA_INICIAL;1129489252;212280585;50000000;15-APR-21;sebastian.jaramillo
403;11792517;8/04/2021;FACTURA_VENTA_INICIAL;1127528240;212158693;50000000;08-APR-21;oscar.bernal
404;11793303;8/04/2021;FACTURA_VENTA_INICIAL;1127503532;212157124;50000000;08-APR-21;
405;11794351;8/04/2021;FACTURA_VENTA_INICIAL;1127513236;212157663;50000000;08-APR-21;david.clavijo
409;21906226;16/04/2021;FACTURA_VENTA_INICIAL;1129932706;112309135;600000000;16-APR-21;
410;11880272;15/04/2021;FACTURA_VENTA_INICIAL;1129393279;212273798;600000000;15-APR-21;eric.contreras
411;11900075;16/04/2021;FACTURA_VENTA_INICIAL;1129807969;112301252;50000000;16-APR-21;jhonner.clavijo
412;21880576;15/04/2021;FACTURA_VENTA_INICIAL;1129525385;212282872;600000000;15-APR-21;
